prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
BNOW01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254845,strain: VN0464,"host: Homo sapiens,isolation_source: gastric biopsies",1571413,41,1473,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNOX01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254846,strain: VN0472,"host: Homo sapiens,isolation_source: gastric biopsies",1601503,46,1495,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNOY01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254847,strain: VN0481,"host: Homo sapiens,isolation_source: gastric biopsies",1594466,36,1493,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNOZ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254848,strain: VN0484,"host: Homo sapiens,isolation_source: gastric biopsies",1624544,173,1431,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPA01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254849,strain: VN0495,"host: Homo sapiens,isolation_source: gastric biopsies",1608735,46,1525,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPB01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254850,strain: VN0511,"host: Homo sapiens,isolation_source: gastric biopsies",1646332,47,1551,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPC01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254851,strain: VN0559,"host: Homo sapiens,isolation_source: gastric biopsies",1653028,46,1548,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPD01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254952,strain: VN0614,"host: Homo sapiens,isolation_source: gastric biopsies",1629652,31,1534,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPE01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254953,strain: VN0638,"host: Homo sapiens,isolation_source: gastric biopsies",1576955,40,1497,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPF01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254954,strain: VN0645,"host: Homo sapiens,isolation_source: gastric biopsies",1580101,31,1482,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPG01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254955,strain: VN0647,"host: Homo sapiens,isolation_source: gastric biopsies",1658174,34,1540,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPH01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254956,strain: VN0664,"host: Homo sapiens,isolation_source: gastric biopsies",1629551,31,1548,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPI01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254957,strain: VN0681,"host: Homo sapiens,isolation_source: gastric biopsies",1666745,35,1557,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPJ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254958,strain: VN0682,"host: Homo sapiens,isolation_source: gastric biopsies",1611869,31,1515,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPK01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254852,strain: VN0754,"host: Homo sapiens,isolation_source: gastric biopsies",1606509,36,1497,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPL01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254853,strain: VN0759,"host: Homo sapiens,isolation_source: gastric biopsies",1591849,44,1478,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPM01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254959,strain: VN0802,"host: Homo sapiens,isolation_source: gastric biopsies",1573282,35,1486,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPN01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254960,strain: VN0899,"host: Homo sapiens,isolation_source: gastric biopsies",1586970,27,1520,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPO01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254961,strain: VN0926,"host: Homo sapiens,isolation_source: gastric biopsies",1580741,27,1505,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPP01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254962,strain: VN1027,"host: Homo sapiens,isolation_source: gastric biopsies",1596411,30,1522,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPQ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254854,strain: VN1154,"host: Homo sapiens,isolation_source: gastric biopsies",1573776,31,1489,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPR01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254855,strain: VN1155,"host: Homo sapiens,isolation_source: gastric biopsies",1631952,36,1563,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPS01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254856,strain: VN1156,"host: Homo sapiens,isolation_source: gastric biopsies",1576254,34,1484,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPT01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254857,strain: VN1158,"host: Homo sapiens,isolation_source: gastric biopsies",1636419,50,1544,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPU01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254858,strain: VN1161,"host: Homo sapiens,isolation_source: gastric biopsies",1589131,45,1521,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPV01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254859,strain: VN1163,"host: Homo sapiens,isolation_source: gastric biopsies",1629418,32,1520,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPW01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254860,strain: VN1165,"host: Homo sapiens,isolation_source: gastric biopsies",1595714,34,1521,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPX01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254861,strain: VN1167,"host: Homo sapiens,isolation_source: gastric biopsies",1569222,43,1472,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPY01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254862,strain: VN1169,"host: Homo sapiens,isolation_source: gastric biopsies",1608968,45,1497,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNPZ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254863,strain: VN1171,"host: Homo sapiens,isolation_source: gastric biopsies",1590024,46,1480,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQA01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254864,strain: VN1172,"host: Homo sapiens,isolation_source: gastric biopsies",1647751,59,1528,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQB01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254865,strain: VN1175,"host: Homo sapiens,isolation_source: gastric biopsies",1567433,37,1485,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQC01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254866,strain: VN1176,"host: Homo sapiens,isolation_source: gastric biopsies",1572917,68,1476,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQD01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254867,strain: VN1178,"host: Homo sapiens,isolation_source: gastric biopsies",1574767,59,1469,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQE01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254868,strain: VN1180,"host: Homo sapiens,isolation_source: gastric biopsies",1622186,41,1530,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQF01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254869,strain: VN1183,"host: Homo sapiens,isolation_source: gastric biopsies",1603979,43,1501,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQG01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254870,strain: VN1184,"host: Homo sapiens,isolation_source: gastric biopsies",1685985,49,1557,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQH01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254871,strain: VN1186,"host: Homo sapiens,isolation_source: gastric biopsies",1558963,68,1429,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQI01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254872,strain: VN1192,"host: Homo sapiens,isolation_source: gastric biopsies",1630141,51,1534,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQJ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254873,strain: VN1193,"host: Homo sapiens,isolation_source: gastric biopsies",1571188,38,1477,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQK01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254874,strain: VN1195,"host: Homo sapiens,isolation_source: gastric biopsies",1573367,55,1473,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQL01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254875,strain: VN1196,"host: Homo sapiens,isolation_source: gastric biopsies",1609199,37,1510,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQM01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254876,strain: VN1197,"host: Homo sapiens,isolation_source: gastric biopsies",1576816,27,1499,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQN01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254877,strain: VN1199,"host: Homo sapiens,isolation_source: gastric biopsies",1555360,62,1437,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQO01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254878,strain: VN1200,"host: Homo sapiens,isolation_source: gastric biopsies",1647271,52,1537,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQP01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254879,strain: VN1202,"host: Homo sapiens,isolation_source: gastric biopsies",1579309,46,1455,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQQ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254880,strain: VN1203,"host: Homo sapiens,isolation_source: gastric biopsies",1562228,37,1472,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQR01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254881,strain: VN1204,"host: Homo sapiens,isolation_source: gastric biopsies",1633907,55,1525,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQS01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254882,strain: VN1205,"host: Homo sapiens,isolation_source: gastric biopsies",1563845,38,1468,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQT01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254883,strain: VN1210,"host: Homo sapiens,isolation_source: gastric biopsies",1596606,53,1491,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQU01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254884,strain: VN1212,"host: Homo sapiens,isolation_source: gastric biopsies",1605162,28,1505,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQV01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254885,strain: VN1213,"host: Homo sapiens,isolation_source: gastric biopsies",1571715,43,1476,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQW01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254886,strain: VN1215,"host: Homo sapiens,isolation_source: gastric biopsies",1611719,69,1489,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQX01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254887,strain: VN1217,"host: Homo sapiens,isolation_source: gastric biopsies",1571060,40,1474,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQY01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254888,strain: VN1218,"host: Homo sapiens,isolation_source: gastric biopsies",1561369,30,1453,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNQZ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254889,strain: VN1219,"host: Homo sapiens,isolation_source: gastric biopsies",1571555,34,1479,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRA01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254890,strain: VN1221,"host: Homo sapiens,isolation_source: gastric biopsies",1601744,38,1494,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRB01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254891,strain: VN1222,"host: Homo sapiens,isolation_source: gastric biopsies",1600704,61,1488,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRC01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254892,strain: VN1224,"host: Homo sapiens,isolation_source: gastric biopsies",1617909,30,1521,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRD01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254893,strain: VN1225,"host: Homo sapiens,isolation_source: gastric biopsies",1600909,46,1529,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRE01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254894,strain: VN1226,"host: Homo sapiens,isolation_source: gastric biopsies",1554452,39,1468,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRF01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254895,strain: VN1227,"host: Homo sapiens,isolation_source: gastric biopsies",1556902,37,1466,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRG01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254896,strain: VN1229,"host: Homo sapiens,isolation_source: gastric biopsies",1646479,41,1537,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRH01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254897,strain: VN1230,"host: Homo sapiens,isolation_source: gastric biopsies",1556389,52,1441,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRI01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254898,strain: VN1233,"host: Homo sapiens,isolation_source: gastric biopsies",1571749,63,1474,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRJ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254899,strain: VN1235,"host: Homo sapiens,isolation_source: gastric biopsies",1616585,48,1509,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRK01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254900,strain: VN1236,"host: Homo sapiens,isolation_source: gastric biopsies",1580558,38,1496,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRL01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254901,strain: VN1237,"host: Homo sapiens,isolation_source: gastric biopsies",1598505,42,1515,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRM01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254902,strain: VN1239,"host: Homo sapiens,isolation_source: gastric biopsies",1597492,41,1496,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRN01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254903,strain: VN1240,"host: Homo sapiens,isolation_source: gastric biopsies",1581722,87,1462,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRO01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254904,strain: VN1241,"host: Homo sapiens,isolation_source: gastric biopsies",1622560,44,1524,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRP01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254905,strain: VN1244,"host: Homo sapiens,isolation_source: gastric biopsies",1631376,61,1522,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRQ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254906,strain: VN1246,"host: Homo sapiens,isolation_source: gastric biopsies",1596280,65,1483,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRR01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254907,strain: VN1247,"host: Homo sapiens,isolation_source: gastric biopsies",1578648,41,1477,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRS01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254908,strain: VN1248,"host: Homo sapiens,isolation_source: gastric biopsies",1562273,64,1453,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRT01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254909,strain: VN1249,"host: Homo sapiens,isolation_source: gastric biopsies",1618057,39,1528,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRU01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254910,strain: VN1250,"host: Homo sapiens,isolation_source: gastric biopsies",1573970,28,1497,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRV01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254911,strain: VN1251,"host: Homo sapiens,isolation_source: gastric biopsies",1602703,49,1487,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRW01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254912,strain: VN1258,"host: Homo sapiens,isolation_source: gastric biopsies",1588403,26,1523,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRX01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254913,strain: VN1260,"host: Homo sapiens,isolation_source: gastric biopsies",1620265,27,1508,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRY01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254914,strain: VN1261,"host: Homo sapiens,isolation_source: gastric biopsies",1648337,32,1553,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNRZ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254915,strain: VN1262,"host: Homo sapiens,isolation_source: gastric biopsies",1682153,57,1562,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSA01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254916,strain: VN1263,"host: Homo sapiens,isolation_source: gastric biopsies",1618773,31,1527,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSB01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254917,strain: VN1264,"host: Homo sapiens,isolation_source: gastric biopsies",1623231,39,1518,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSC01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254918,strain: VN1266,"host: Homo sapiens,isolation_source: gastric biopsies",1608151,27,1494,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSD01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254919,strain: VN1269,"host: Homo sapiens,isolation_source: gastric biopsies",1593288,38,1482,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSE01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254920,strain: VN1270,"host: Homo sapiens,isolation_source: gastric biopsies",1607031,35,1504,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSF01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254921,strain: VN1272,"host: Homo sapiens,isolation_source: gastric biopsies",1604781,33,1525,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSG01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254922,strain: VN1274,"host: Homo sapiens,isolation_source: gastric biopsies",1588575,36,1480,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSH01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254923,strain: VN1276,"host: Homo sapiens,isolation_source: gastric biopsies",1618271,34,1534,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSI01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254924,strain: VN1277,"host: Homo sapiens,isolation_source: gastric biopsies",1571700,47,1462,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSJ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254925,strain: VN1279,"host: Homo sapiens,isolation_source: gastric biopsies",1602689,38,1494,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSK01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254926,strain: VN1280,"host: Homo sapiens,isolation_source: gastric biopsies",1584348,29,1513,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSL01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254927,strain: VN1281,"host: Homo sapiens,isolation_source: gastric biopsies",1578773,38,1473,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSM01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254928,strain: VN1283,"host: Homo sapiens,isolation_source: gastric biopsies",1616187,77,1483,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSN01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254929,strain: VN1284,"host: Homo sapiens,isolation_source: gastric biopsies",1572129,57,1482,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSO01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254930,strain: VN1286,"host: Homo sapiens,isolation_source: gastric biopsies",1633935,74,1499,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSP01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254931,strain: VN1288,"host: Homo sapiens,isolation_source: gastric biopsies",1591340,52,1474,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSQ01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254932,strain: VN1289,"host: Homo sapiens,isolation_source: gastric biopsies",1598939,52,1484,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSR01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254933,strain: VN1290,"host: Homo sapiens,isolation_source: gastric biopsies",1610078,63,1493,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSS01,WGS,,BCT,Helicobacter pylori,PRJDB10671,SAMD00254934,strain: VN1291,"host: Homo sapiens,isolation_source: gastric biopsies",1675835,93,1541,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSY01,WGS,,BCT,Helicobacter pylori,PRJDB10720,SAMD00260481,strain: JP0521,"host: Homo sapiens,isolation_source: gastric biopsies",1591176,51,1524,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
BNSZ01,WGS,,BCT,Helicobacter pylori,PRJDB10720,SAMD00260482,strain: JP0524,"host: Homo sapiens,isolation_source: gastric biopsies",1587041,41,1521,Yes,0,0,0,No,,,2021-03-13T00:00:00Z,2021-03-13T00:00:00Z
NZ_AKHM02,WGS,,BCT,Helicobacter pylori FD423,PRJNA224116,SAMN00996392,strain: FD423,"host: Homo sapiens,isolation_source: Gastric biopsies",0,0,0,No,115,1406,1623128,Yes,NZ_AKHM02000001-NZ_AKHM02000115,,2021-02-07T00:00:00Z,2013-09-03T00:00:00Z
NZ_AKHN02,WGS,,BCT,Helicobacter pylori FD430,PRJNA224116,SAMN00996393,strain: FD430,"host: Homo sapiens,isolation_source: Gastric biopsies",0,0,0,No,129,1436,1640355,Yes,NZ_AKHN02000001-NZ_AKHN02000129,,2021-02-07T00:00:00Z,2013-09-03T00:00:00Z
NZ_AKHO02,WGS,,BCT,Helicobacter pylori FD506,PRJNA224116,SAMN00996394,strain: FD506,"host: Homo sapiens,isolation_source: Gastric biopsies",0,0,0,No,105,1422,1615241,Yes,NZ_AKHO02000001-NZ_AKHO02000105,,2021-02-07T00:00:00Z,2013-09-20T00:00:00Z
NZ_AKHP02,WGS,,BCT,Helicobacter pylori FD535,PRJNA224116,SAMN00996486,strain: FD535,"host: Homo sapiens,isolation_source: Gastric biopsies",0,0,0,No,81,1460,1671564,Yes,NZ_AKHP02000001-NZ_AKHP02000081,,2021-02-07T00:00:00Z,2013-09-03T00:00:00Z
