prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
NZ_RQUF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476565,strain: GBGD39,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUF01000001-NZ_RQUF01000147,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUG01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476566,strain: GBGD40,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUG01000001-NZ_RQUG01000549,,2021-06-11T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUH01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476567,strain: GBGD41,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUH01000001-NZ_RQUH01000384,,2021-06-09T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUI01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476568,strain: GBGD42,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUI01000001-NZ_RQUI01000702,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUJ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476569,strain: GBGD43,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUJ01000001-NZ_RQUJ01000554,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUK01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476570,strain: GBGD44,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUK01000001-NZ_RQUK01000253,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUL01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476571,strain: GBGD45,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUL01000001-NZ_RQUL01000281,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUM01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476572,strain: GBGD46,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUM01000001-NZ_RQUM01000240,,2021-06-09T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUN01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476573,strain: GBGD47,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUN01000001-NZ_RQUN01000240,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUO01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476574,strain: GBGD48,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUO01000001-NZ_RQUO01000312,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUP01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476575,strain: GBGD49,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUP01000001-NZ_RQUP01000222,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUQ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476576,strain: GBGD50,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUQ01000001-NZ_RQUQ01000271,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476577,strain: GBGD51,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUR01000001-NZ_RQUR01000083,,2021-06-12T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUS01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476578,strain: GBGD52,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUS01000001-NZ_RQUS01000209,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476579,strain: GBGD53,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUT01000001-NZ_RQUT01000639,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476580,strain: GBGD54,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUU01000001-NZ_RQUU01000233,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RQUV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN10476581,strain: GBGD55,"host: Homo sapiens,isolation_source: Gut",0,0,0,No,0,0,0,No,NZ_RQUV01000001-NZ_RQUV01000101,,2021-05-26T00:00:00Z,2018-12-05T00:00:00Z
NZ_RZHL01,WGS,,BCT,Bifidobacterium longum subsp. longum,PRJNA224116,SAMN10644101,strain: VKPM Ac-1636,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_RZHL01000001-NZ_RZHL01000073,,2021-08-26T00:00:00Z,2019-01-06T00:00:00Z
NZ_VRVT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571391,strain: CD69_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVT01000001-NZ_VRVT01000129,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571390,strain: CD64_9,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVU01000001-NZ_VRVU01000160,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571389,strain: CD64_7,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVV01000001-NZ_VRVV01000194,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571388,strain: CD64_5,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVW01000001-NZ_VRVW01000206,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571387,strain: CD64_2,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVX01000001-NZ_VRVX01000173,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVY01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571386,strain: CD64_12,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVY01000001-NZ_VRVY01000132,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRVZ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571385,strain: 36k_8,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRVZ01000001-NZ_VRVZ01000122,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWA01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571384,strain: 36k_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWA01000001-NZ_VRWA01000292,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWB01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571382,strain: 3_77_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWB01000001-NZ_VRWB01000143,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571381,strain: 3_57_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWC01000001-NZ_VRWC01000178,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWD01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571380,strain: 3_225_4,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWD01000001-NZ_VRWD01000127,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWE01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571379,strain: 3_225_3,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWE01000001-NZ_VRWE01000121,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571378,strain: 3_225_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWF01000001-NZ_VRWF01000298,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWG01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571377,strain: 3_214_2,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWG01000001-NZ_VRWG01000113,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWH01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571376,strain: 3_214_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWH01000001-NZ_VRWH01000124,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWI01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571375,strain: 3_206_11,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWI01000001-NZ_VRWI01000182,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWJ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571374,strain: 3_206_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWJ01000001-NZ_VRWJ01000155,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWK01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571373,strain: 3_200_11,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWK01000001-NZ_VRWK01000445,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWL01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571372,strain: 3_200_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWL01000001-NZ_VRWL01000179,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWM01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571371,strain: 3_199_3,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWM01000001-NZ_VRWM01000198,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWN01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571370,strain: 3_199_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWN01000001-NZ_VRWN01000240,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWO01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571369,strain: 3_196_7,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWO01000001-NZ_VRWO01000142,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWP01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571368,strain: 3_196_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWP01000001-NZ_VRWP01000203,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWQ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571367,strain: 3_192_2,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWQ01000001-NZ_VRWQ01000252,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571366,strain: 3_192_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWR01000001-NZ_VRWR01000308,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWS01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571365,strain: 3_191_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWS01000001-NZ_VRWS01000156,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571364,strain: 3_189_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWT01000001-NZ_VRWT01000212,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571363,strain: 3_188_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWU01000001-NZ_VRWU01000317,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571362,strain: 27k_9,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWV01000001-NZ_VRWV01000100,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571361,strain: 27k_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWW01000001-NZ_VRWW01000171,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571360,strain: 1_7_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWX01000001-NZ_VRWX01000271,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWY01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571359,strain: 1_6_9,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWY01000001-NZ_VRWY01000242,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRWZ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571358,strain: 1_6_19,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRWZ01000001-NZ_VRWZ01000173,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXA01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571357,strain: 1_53_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXA01000001-NZ_VRXA01000200,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXB01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571356,strain: 1_52_13,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXB01000001-NZ_VRXB01000157,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571355,strain: 1_52_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXC01000001-NZ_VRXC01000306,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXD01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571354,strain: 1_45_11,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXD01000001-NZ_VRXD01000584,,2021-06-12T00:00:00Z,2019-09-01T00:00:00Z
NZ_VRXE01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571353,strain: 1_45_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXE01000001-NZ_VRXE01000133,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571352,strain: 1_44_4,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXF01000001-NZ_VRXF01000383,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXG01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571351,strain: 1_44_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXG01000001-NZ_VRXG01000218,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXH01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571350,strain: 1_4_7,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXH01000001-NZ_VRXH01000169,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXI01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571349,strain: 1_4_5,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXI01000001-NZ_VRXI01000179,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXJ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571348,strain: 1_4_3,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXJ01000001-NZ_VRXJ01000153,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXK01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571347,strain: 1_4_13,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXK01000001-NZ_VRXK01000159,,2021-06-10T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXL01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571346,strain: 1_4_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXL01000001-NZ_VRXL01000153,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXM01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571345,strain: 1_39_12,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXM01000001-NZ_VRXM01000273,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXN01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571344,strain: 1_39_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXN01000001-NZ_VRXN01000126,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXO01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571343,strain: 1_37_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXO01000001-NZ_VRXO01000402,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXP01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571342,strain: 1_34_12,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXP01000001-NZ_VRXP01000300,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXQ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571341,strain: 1_34_10,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXQ01000001-NZ_VRXQ01000200,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571340,strain: 1_25_14,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXR01000001-NZ_VRXR01000481,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXS01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571339,strain: 1_25_13,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXS01000001-NZ_VRXS01000176,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571338,strain: 1_25_11,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXT01000001-NZ_VRXT01000254,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571337,strain: 1_25_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXU01000001-NZ_VRXU01000505,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571336,strain: 1_24_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXV01000001-NZ_VRXV01000195,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571335,strain: 1_20_2,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXW01000001-NZ_VRXW01000132,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571334,strain: 1_20_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXX01000001-NZ_VRXX01000138,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXY01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571333,strain: 1_2_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXY01000001-NZ_VRXY01000160,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRXZ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571332,strain: 1_18_16,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRXZ01000001-NZ_VRXZ01000182,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRYA01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571331,strain: 1_18_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRYA01000001-NZ_VRYA01000331,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRYB01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571330,strain: 1_14_2,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRYB01000001-NZ_VRYB01000092,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRYC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571329,strain: 1_14_12,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRYC01000001-NZ_VRYC01000111,,2021-05-29T00:00:00Z,2019-08-22T00:00:00Z
NZ_VRYD01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN12571328,strain: 1_14_1,"host: Homo sapiens,isolation_source: gut",0,0,0,No,0,0,0,No,NZ_VRYD01000001-NZ_VRYD01000162,,2021-06-12T00:00:00Z,2019-08-22T00:00:00Z
AXDQ01,WGS,,BCT,Lactiplantibacillus plantarum LP91,PRJNA221362,SAMN02470621,strain: LP91,"host: Homo sapiens,isolation_source: gut",2925584,145,0,No,0,0,0,No,,,2014-01-08T00:00:00Z,2013-10-17T00:00:00Z
AFZX01,WGS,,BCT,Desulfitobacterium hafniense DP7,PRJNA30023,SAMN02299420,strain: DP7,"host: Homo sapiens,isolation_source: gut",5194305,151,5407,Yes,63,0,5203418,No,JH414432-JH414494,,2013-08-20T00:00:00Z,2011-12-14T00:00:00Z
AFZY01,WGS,,BCT,Lacticaseibacillus rhamnosus ATCC 21052,PRJNA65127,SAMN02299451,strain: ATCC 21052,"host: Homo sapiens,isolation_source: gut",2873519,123,3014,Yes,42,0,2877033,No,JH379478-JH379519,,2013-08-20T00:00:00Z,2011-11-18T00:00:00Z
AFZZ01,WGS,,BCT,Prevotella stercorea DSM 18206,PRJNA65131,SAMN02299453,strain: DSM 18206,"host: Homo sapiens,isolation_source: gut",3092669,263,3017,Yes,148,0,3097322,No,JH379330-JH379477,,2013-08-20T00:00:00Z,2011-11-18T00:00:00Z
AGAA01,WGS,,BCT,Clostridioides difficile 002-P50-2011,PRJNA64719,SAMN02299444,strain: 002-P50-2011,"host: Homo sapiens,isolation_source: gut",4101884,95,3840,Yes,79,0,4103061,No,JH379520-JH379598,,2013-08-20T00:00:00Z,2011-11-18T00:00:00Z
AGAB01,WGS,,BCT,Clostridioides difficile 050-P50-2011,PRJNA64721,SAMN02299445,strain: 050-P50-2011,"host: Homo sapiens,isolation_source: gut",4225929,85,3962,Yes,65,0,4227225,No,JH379162-JH379226,,2013-08-20T00:00:00Z,2011-11-18T00:00:00Z
AGAC01,WGS,,BCT,Clostridioides difficile 70-100-2010,PRJNA65135,SAMN02299455,strain: 70-100-2010,"host: Homo sapiens,isolation_source: gut",4006591,133,3739,Yes,103,0,4008217,No,JH379227-JH379329,,2013-08-20T00:00:00Z,2011-11-18T00:00:00Z
AGCI01,WGS,,BCT,Hafnia alvei ATCC 51873,PRJNA65123,SAMN02299450,strain: ATCC 51873,"host: Homo sapiens,isolation_source: gut",4882309,118,4900,Yes,79,0,4883880,No,JH417481-JH417559,,2013-08-20T00:00:00Z,2011-12-21T00:00:00Z
AGCK01,WGS,,BCT,Flavonifractor plautii ATCC 29863,PRJNA18189,SAMN00627089,strain: ATCC 29863,"host: Homo sapiens,isolation_source: gut",3813599,344,4278,Yes,242,0,3820124,No,JH417617-JH417858,,2013-11-08T00:00:00Z,2011-12-21T00:00:00Z
AGCL01,WGS,,BCT,Yokenella regensburgei ATCC 43003,PRJNA65133,SAMN02299454,strain: ATCC 43003,"host: Homo sapiens,isolation_source: gut",4681132,48,4710,Yes,16,0,4681222,No,JH417859-JH417874,,2013-08-20T00:00:00Z,2011-12-21T00:00:00Z
AGCM01,WGS,,BCT,Cardiobacterium valvarum F0432,PRJNA49689,SAMN02299434,strain: F0432,"host: Homo sapiens,isolation_source: gut",2547857,198,3026,Yes,98,0,2553535,No,JH417875-JH417972,,2013-08-20T00:00:00Z,2011-12-21T00:00:00Z
AGCN01,WGS,,BCT,Listeria innocua ATCC 33091,PRJNA65129,SAMN02299452,strain: ATCC 33091,"host: Homo sapiens,isolation_source: gut",2891679,45,2938,Yes,17,0,2892121,No,JH556634-JH556650,,2013-08-20T00:00:00Z,2012-01-05T00:00:00Z
AGEY01,WGS,,BCT,Lentilactobacillus parafarraginis F0439,PRJNA49691,SAMN02299435,strain: F0439,"host: Homo sapiens,isolation_source: gut",2852137,212,3183,Yes,165,0,2854910,No,JH414900-JH415064,,2013-08-20T00:00:00Z,2011-12-16T00:00:00Z
AFBM01,WGS,,BCT,Bacteroides clarus YIT 12056,PRJNA48509,SAMN00189095,strain: YIT 12056,"host: Homo sapiens,isolation_source: gut",3746690,34,3272,Yes,22,0,3747170,No,GL882580-GL882601,,2013-11-08T00:00:00Z,2011-04-07T00:00:00Z
AFBN01,WGS,,BCT,Bacteroides fluxus YIT 12057,PRJNA48511,SAMN00189096,strain: YIT 12057,"host: Homo sapiens,isolation_source: gut",4330763,117,3921,Yes,97,0,4330716,No,GL882602-GL882698,,2013-11-08T00:00:00Z,2011-04-07T00:00:00Z
